,Año,Emision_CO2,Emisiones_CO2_percapita,Clave_Hash
4860,1984,"367.649,75",6.498251684,47892
4861,1985,"372.134,49",6.575619372,47892
4862,1986,"366.454,31",6.47489765,47892
4863,1987,"383.670,88",6.778406129,47892
4864,1988,"389.780,10",6.883012515,47892
4865,1989,"408.907,17",7.215357675,47892
4866,1990,"417.550,29",7.361704582,47892
4867,1991,"423.894,20",7.468379928,47892
4868,1992,"420.535,23",7.404168932,47892
4869,1993,"411.917,78",7.248012993,47892
4870,1994,"407.378,03",7.16667249,47892
4871,1995,"430.483,80",7.573033273,47892
4872,1996,"425.830,38",7.48906561,47892
4873,1997,"430.487,47",7.566965198,47892
4874,1998,"440.153,68",7.734648761,47892
4875,1999,"441.998,18",7.765755082,47892
4876,2000,"450.564,29",7.912673166,47892
4877,2001,"450.347,94",7.904432663,47892
4878,2002,"452.610,48",7.932323042,47892
4879,2003,"468.349,24",8.17175128,47892
4880,2004,"473.970,75",8.216487201,47892
4881,2005,"473.384,03",8.166090128,47892
4882,2006,"469.346,66",8.072145596,47892
4883,2007,"462.676,39",7.917347216,47892
4884,2008,"447.186,98",7.60176497,47892
4885,2009,"401.591,51",6.795651486,47892
4886,2010,"405.361,18",6.83837457,47892
4887,2011,"397.994,18",6.702557614,47892
4888,1960,"1.470,47",0.902679123,58098
4889,1961,"2.130,53",1.289731615,58098
4890,1962,"2.119,53",1.262774901,58098
4891,1963,"2.398,22",1.404915821,58098
4892,1964,"4.066,70",2.344241259,58098
4893,1965,"2.992,27",1.700154545,58098
4894,1966,"3.520,32",1.974241851,58098
4895,1967,"3.868,69",2.144633462,58098
4896,1968,"3.883,35",2.129374472,58098
4897,1969,"4.272,06",2.315557288,58098
4898,1970,"4.994,45",2.672260032,58098
4899,1971,"5.753,52",3.035152448,58098
4900,1972,"6.288,91",3.266688725,58098
4901,1973,"8.298,42",4.242373011,58098
4902,1974,"7.601,69",3.827924236,58098
4903,1975,"8.188,41",4.067765027,58098
4904,1976,"7.282,66",3.573933757,58098
4905,1977,"7.447,68",3.61643227,58098
4906,1978,"9.119,83",4.383886128,58098
4907,1979,"8.536,78",4.057131152,58098
4908,1980,"8.452,44",3.962698078,58098
4909,1981,"7.414,67",3.429068122,58098
4910,1982,"6.219,23",2.826795146,58098
4911,1983,"6.450,25",2.878549179,58098
4912,1984,"5.144,80",2.25659064,58098
4913,1985,"5.045,79",2.183285881,58098
4914,1986,"4.550,75",1.948260553,58098
4915,1987,"5.383,16",2.290119969,58098
4916,1988,"4.528,75",1.921891445,58098
4917,1989,"6.728,95",2.833359299,58098
4918,1990,"7.964,72",3.332520502,58098
4919,1991,"8.173,74",3.397173865,58098
4920,1992,"8.096,74",3.341555498,58098
4921,1993,"8.415,77",3.447637139,58098
4922,1994,"8.632,12",3.508988204,58098
4923,1995,"9.702,88",3.912452419,58098
4924,1996,"10.197,93",4.063043767,58098
4925,1997,"10.630,63",4.19508427,58098
4926,1998,"9.728,55",3.805001212,58098
4927,1999,"9.772,56",3.796215188,58098
4928,2000,"10.318,94",3.985086057,58098
4929,2001,"10.626,97",4.078579006,58098
4930,2002,"10.300,60",3.93866406,58098
4931,2003,"10.722,31",4.085163419,58098
4932,2004,"10.714,97",4.067723683,58098
4933,2005,"10.645,30",4.026818344,58098
4934,2006,"12.020,43",4.530808785,58098
4935,2007,"13.479,89",5.062906364,58098
4936,2008,"11.961,75",4.476814921,58098
4937,2009,"8.591,78",3.204231319,58098
4938,2010,"7.190,99",2.672410756,58098
4939,2011,"7.755,71",2.872655693,58098
4940,1960,"744,401",0.881991706,93273
4941,1961,"979,089",1.098309385,93273
4942,1962,"1.048,76",1.112048691,93273
4943,1963,"1.221,11",1.221853887,93273
4944,1964,"1.243,11",1.171644998,93273
4945,1965,"1.422,80",1.261343972,93273
4946,1966,"1.584,14",1.319801048,93273
4947,1967,"1.415,46",1.107199847,93273
4948,1968,"1.507,14",1.109071335,93273
4949,1969,"1.760,16",1.225297021,93273
4950,1970,"1.558,48",1.033471485,93273
4951,1971,"1.657,48",1.053142429,93273
4952,1972,"1.917,84",1.174026879,93273
4953,1973,"2.203,87",1.304114244,93273
4954,1974,"2.229,54",1.275689903,93273
4955,1975,"2.493,56",1.377657459,93273
4956,1976,"2.951,94",1.573296331,93273
4957,1977,"3.164,62",1.625692094,93273
4958,1978,"3.641,33",1.801651768,93273
4959,1979,"3.795,35",1.807899445,93273
4960,1980,"4.726,76",2.167245759,93273
4961,1981,"5.863,53",2.586191794,93273
4962,1982,"6.292,57",2.666620899,93273
4963,1983,"7.363,34",2.998227938,93273
4964,1984,"8.353,43",3.274182858,93273
4965,1985,"8.540,44",3.230122163,93273
4966,1986,"9.281,18",3.382353134,93273
4967,1987,"9.662,55",3.395131764,93273
4968,1988,"9.314,18",3.15949118,93273
4969,1989,"9.233,51",3.021435209,93273
4970,1990,"10.403,28",3.281791483,93273
4971,1991,"9.798,22",2.763955994,93273
4972,1992,"12.266,12",3.285859898,93273
4973,1993,"12.101,10",3.098079877,93273
4974,1994,"13.633,91",3.35727801,93273
4975,1995,"13.556,90",3.231680334,93273
4976,1996,"14.187,62",3.28037526,93273
4977,1997,"14.418,64",3.244519352,93273
4978,1998,"14.543,32",3.186529798,93273
4979,1999,"14.568,99",3.113032265,93273
4980,2000,"15.507,74",3.232800292,93273
4981,2001,"16.002,79",3.254583689,93273
4982,2002,"16.886,54",3.351833069,93273
4983,2003,"17.469,59",3.382956623,93273
4984,2004,"19.240,75",3.637192628,93273
4985,2005,"21.059,58",3.891994271,93273
4986,2006,"21.121,92",3.815375723,93273
4987,2007,"22.035,00",3.892422364,93273
4988,2008,"21.349,27",3.689815762,93273
4989,2009,"21.891,99",3.70109721,93273
4990,2010,"21.180,59",3.50324049,93273
4991,2011,"22.258,69",3.601147064,93273
4992,1960,"232.781,16",2.516537519,76546
4993,1961,"283.118,07",2.981979388,76546
4994,1962,"293.220,65",3.059736351,76546
4995,1963,"325.222,56",3.359320776,76546
4996,1964,"359.318,33",3.673035072,76546
4997,1965,"386.919,84",3.912905535,76546
4998,1966,"419.743,16",4.206264706,76546
4999,1967,"489.881,86",4.863557846,76546
5000,1968,"562.565,47",5.566593157,76546
5001,1969,"653.958,11",6.338523165,76546
5002,1970,"768.823,22",7.368088744,76546
5003,1971,"797.543,16",7.545561028,76546
5004,1972,"853.373,24",7.961462468,76546
5005,1973,"915.748,91",8.472958752,76546
5006,1974,"915.873,59",8.313879441,76546
5007,1975,"870.072,76",7.77267069,76546
5008,1976,"908.902,62",8.059719431,76546
5009,1977,"935.213,35",8.213496439,76546
5010,1978,"903.886,16",7.866857247,76546
5011,1979,"955.620,20",8.24734789,76546
5012,1980,"947.571,14",8.114017015,76546
5013,1981,"929.606,50",7.901592054,76546
5014,1982,"900.200,83",7.599902312,76546
5015,1983,"883.838,68",7.411085746,76546
5016,1984,"940.130,79",7.833248279,76546
5017,1985,"915.396,88",7.580675398,76546
5018,1986,"915.334,54",7.53411367,76546
5019,1987,"905.734,33",7.418518417,76546
5020,1988,"989.081,58",8.066694192,76546
5021,1989,"1.025.549,89",8.329948098,76546
5022,1990,"1.094.287,81",8.857976193,76546
5023,1991,"1.099.883,65",8.875684081,76546
5024,1992,"1.123.000,42",9.039760563,76546
5025,1993,"1.108.248,07",8.899017746,76546
5026,1994,"1.173.883,71",9.394000584,76546
5027,1995,"1.183.755,27",9.436899776,76546
5028,1996,"1.205.408,91",9.585223137,76546
5029,1997,"1.201.378,87",9.53044157,76546
5030,1998,"1.158.779,33",9.167558022,76546
5031,1999,"1.197.873,22",9.459557462,76546
5032,2000,"1.219.453,52",9.613881066,76546
5033,2001,"1.202.181,95",9.45490681,76546
5034,2002,"1.216.725,27",9.547061619,76546
5035,2003,"1.237.344,81",9.688100417,76546
5036,2004,"1.259.328,47",9.856908399,76546
5037,2005,"1.237.623,50",9.686111315,76546
5038,2006,"1.230.898,22",9.62737359,76546
5039,2007,"1.250.758,70",9.771475965,76546
5040,2008,"1.206.732,69",9.4229613,76546
5041,2009,"1.101.027,75",8.598621998,76546
5042,2010,"1.168.918,59",9.127185047,76546
5043,2011,"1.187.656,96",9.291834303,76546
5076,1992,"261.306,75",15.895446373,63159
5077,1993,"221.105,43",13.539483096,63159
5078,1994,"199.488,47",12.394283973,63159
5079,1995,"166.731,16",10.542178729,63159
5080,1996,"140.691,79",9.031502525,63159
5081,1997,"129.580,78",8.450716634,63159
5082,1998,"125.063,04",8.298092069,63159
5083,1999,"116.493,26",7.803452018,63159
5084,2000,"127.769,28",8.584553321,63159
5085,2001,"147.908,45",9.954577347,63159
5086,2002,"151.945,81",10.225879517,63159
5087,2003,"153.815,98",10.316976074,63159
5088,2004,"172.158,32",11.467294212,63159
5089,2005,"176.947,42",11.681988461,63159
5090,2006,"192.532,17",12.577156488,63159
5091,2007,"220.203,35",14.221171502,63159
5092,2008,"229.774,22",14.659577645,63159
5093,2009,"214.189,47",13.309727808,63159
5094,2010,"247.214,47",15.146478273,63159
5095,2011,"261.761,46",15.810097544,63159
5096,1960,"2.427,55",0.299496881,43253
5097,1961,"2.401,89",0.28725727,43253
5098,1962,"2.625,57",0.304273985,43253
5099,1963,"2.856,59",0.320661958,43253
5100,1964,"2.827,26",0.307305266,43253
5101,1965,"2.467,89",0.259649487,43253
5102,1966,"2.684,24",0.273274893,43253
5103,1967,"2.702,58",0.266146233,43253
5104,1968,"2.819,92",0.268506558,43253
5105,1969,"3.131,62",0.288157853,43253
5106,1970,"3.083,95",0.274068546,43253
5107,1971,"3.685,34",0.316134818,43253
5108,1972,"3.872,35",0.320474975,43253
5109,1973,"3.920,02",0.312855742,43253
5110,1974,"4.950,45",0.380878645,43253
5111,1975,"4.976,12",0.368977464,43253
5112,1976,"4.609,42",0.329338923,43253
5113,1977,"5.056,79",0.348091685,43253
5114,1978,"5.324,48",0.353045082,43253
5115,1979,"5.038,46",0.321711564,43253
5116,1980,"6.197,23",0.38094823,43253
5117,1981,"6.527,26",0.386201414,43253
5118,1982,"4.693,76",0.267301785,43253
5119,1983,"4.660,76",0.255505314,43253
5120,1984,"4.319,73",0.228042942,43253
5121,1985,"3.769,68",0.191736485,43253
5122,1986,"4.162,05",0.2040846,43253
5123,1987,"5.174,14",0.244751788,43253
5124,1988,"4.789,10",0.218690403,43253
5125,1989,"5.192,47",0.229063768,43253
5126,1990,"5.823,20",0.248363863,43253
5127,1991,"4.840,44",0.199736842,43253
5128,1992,"5.540,84",0.221370014,43253
5129,1993,"6.347,58",0.245794458,43253
5130,1994,"6.556,60",0.246413638,43253
5131,1995,"7.554,02",0.275965745,43253
5132,1996,"9.328,85",0.33179823,43253
5133,1997,"8.265,42",0.286573323,43253
5134,1998,"10.036,58",0.339479453,43253
5135,1999,"10.172,26",0.335704347,43253
5136,2000,"10.417,95",0.335350781,43253
5137,2001,"9.369,19",0.294043331,43253
5138,2002,"7.968,39",0.243741462,43253
5139,2003,"6.754,61",0.201323302,43253
5140,2004,"7.623,69",0.221377912,43253
5141,2005,"8.562,45",0.242225673,43253
5142,2006,"9.574,54",0.263863006,43253
5143,2007,"9.831,23",0.263921731,43253
5144,2008,"10.241,93",0.267801815,43253
5145,2009,"12.350,46",0.31450114,43253
5146,2010,"12.420,13",0.307975417,43253
5147,2011,"13.567,90",0.327569171,43253
5180,1992,"10.861,65",2.40546884,63316
5181,1993,"8.305,76",1.838898975,63316
5182,1994,"6.050,55",1.340069987,63316
5183,1995,"4.437,07",0.97295632,63316
5184,1996,"5.588,51",1.207438424,63316
5185,1997,"5.482,17",1.167312197,63316
5186,1998,"5.823,20",1.221051793,63316
5187,1999,"4.561,75",0.94243203,63316
5188,2000,"4.528,75",0.924535563,63316
5189,2001,"3.780,68",0.764529939,63316
5190,2002,"4.847,77",0.971361532,63316
5191,2003,"5.328,15",1.056481074,63316
5192,2004,"5.724,19",1.121356201,63316
5193,2005,"5.247,48",1.016440747,63316
5194,2006,"5.174,14",0.991517898,63316
5195,2007,"5.903,87",1.120619163,63316
5196,2008,"5.687,52",1.069343449,63316
5197,2009,"6.354,91",1.180486133,63316
5198,2010,"6.153,23",1.129467501,63316
5199,2011,"6.615,27",1.199591629,63316
5200,1960,"234,688",0.041012378,83323
5201,1961,"286,026",0.048708101,83323
5202,1962,"308,028",0.051110592,83323
5203,1963,"388,702",0.062885194,83323
5204,1964,"341,031",0.053880369,83323
5205,1965,"403,37",0.062371699,83323
5206,1966,"469,376",0.071236379,83323
5207,1967,"418,038",0.062436039,83323
5208,1968,"491,378",0.072309173,83323
5209,1969,"1.345,79",0.19498466,83323
5210,1970,"1.173,44",0.167104683,83323
5211,1971,"249,356",0.034788767,83323
5212,1972,"117,344",0.016006194,83323
5213,1973,"128,345",0.017162674,83323
5214,1974,"73,34",0.009699027,83323
5215,1975,"73,34",0.00971135,83323
5216,1976,"73,34",0.009868795,83323
5217,1977,"73,34",0.010155011,83323
5218,1978,"51,338",0.007352358,83323
5219,1979,"29,336",0.004317227,83323
5220,1980,"286,026",0.042574537,83323
5221,1981,"300,694",0.044386095,83323
5222,1982,"337,364",0.048576159,83323
5223,1983,"366,7",0.050957882,83323
5224,1984,"410,704",0.054943598,83323
5225,1985,"418,038",0.053988698,83323
5226,1986,"432,706",0.054155043,83323
5227,1987,"436,373",0.053033397,83323
5228,1988,"451,041",0.053269776,83323
5229,1989,"451,041",0.051703836,83323
5230,1990,"451,041",0.050066401,83323
5231,1991,"462,042",0.049556143,83323
5232,1992,"476,71",0.049352754,83323
5233,1993,"476,71",0.047637216,83323
5234,1994,"539,049",0.052055609,83323
5235,1995,"1.551,14",0.145041558,83323
5236,1996,"1.617,15",0.146717767,83323
5237,1997,"1.540,14",0.135829991,83323
5238,1998,"1.950,84",0.167576557,83323
5239,1999,"1.895,84",0.158936147,83323
5240,2000,"1.976,51",0.162037088,83323
5241,2001,"2.251,54",0.180862682,83323
5242,2002,"2.207,53",0.174068505,83323
5243,2003,"2.379,88",0.184469651,83323
5244,2004,"2.445,89",0.186533458,83323
5245,2005,"2.775,92",0.20840142,83323
5246,2006,"2.999,61",0.221776426,83323
5247,2007,"3.483,65",0.253749445,83323
5248,2008,"3.975,03",0.285282402,83323
5249,2009,"4.132,71",0.292181175,83323
5250,2010,"4.187,71",0.291550731,83323
5251,2011,"4.495,74",0.308073152,83323
5253,1961,"7,334",0.173540617,87505
5254,1962,"11,001",0.253994274,87505
5255,1963,"18,335",0.413211034,87505
5256,1964,"18,335",0.403641247,87505
5257,1965,"11,001",0.236809816,87505
5258,1966,"11,001",0.231790312,87505
5259,1967,"22,002",0.454211396,87505
5260,1968,"33,003",0.668225718,87505
5261,1969,"11,001",0.21869471,87505
5262,1970,"22,002",0.429886091,87505
5263,1971,"29,336",0.563936947,87505
5264,1972,"25,669",0.485943623,87505
5265,1973,"36,67",0.684077978,87505
5266,1974,"33,003",0.606873598,87505
5267,1975,"33,003",0.59821639,87505
5268,1976,"33,003",0.589549839,87505
5269,1977,"22,002",0.387256886,87505
5270,1978,"22,002",0.381555216,87505
5271,1979,"25,669",0.43871883,87505
5272,1980,"29,336",0.494371419,87505
5273,1981,"29,336",0.487819479,87505
5274,1982,"25,669",0.42136971,87505
5275,1983,"22,002",0.35625,87505
5276,1984,"22,002",0.350528932,87505
5277,1985,"22,002",0.343749024,87505
5278,1986,"18,335",0.279842488,87505
5279,1987,"22,002",0.327108917,87505
5280,1988,"22,002",0.318389674,87505
5281,1989,"22,002",0.310486432,87505
5282,1990,"22,002",0.303848863,87505
5283,1991,"22,002",0.298542701,87505
5284,1992,"22,002",0.294250598,87505
5285,1993,"22,002",0.290562848,87505
5286,1994,"22,002",0.286955161,87505
5287,1995,"22,002",0.28306766,87505
5288,1996,"36,67",0.464724296,87505
5289,1997,"29,336",0.365831151,87505
5290,1998,"33,003",0.404666732,87505
5291,1999,"29,336",0.353577842,87505
5292,2000,"33,003",0.391003009,87505
5293,2001,"25,669",0.298970393,87505
5294,2002,"40,337",0.461822928,87505
5295,2003,"40,337",0.453775368,87505
5296,2004,"44,004",0.485990392,87505
5297,2005,"62,339",0.675183312,87505
5298,2006,"69,673",0.739181175,87505
5299,2007,"51,338",0.533049528,87505
5300,2008,"55,005",0.558783791,87505
5301,2009,"40,337",0.401099775,87505
5302,2010,"62,339",0.607308472,87505
5303,2011,"62,339",0.595622098,87505
5304,1960,"11,001",0.214875872,121375
5305,1961,"22,002",0.429768532,121375
5306,1962,"14,668",0.28779971,121375
5307,1963,"18,335",0.362832209,121375
5308,1964,"18,335",0.367184684,121375
5309,1965,"22,002",0.447095162,121375
5310,1966,"22,002",0.455009823,121375
5311,1967,"22,002",0.464343752,121375
5312,1968,"33,003",0.711286881,121375
5313,1969,"25,669",0.563732595,121375
5314,1970,"25,669",0.571921929,121375
5315,1971,"29,336",0.659384131,121375
5316,1972,"29,336",0.6617939,121375
5317,1973,"29,336",0.662002979,121375
5318,1974,"36,67",0.827261037,121375
5319,1975,"33,003",0.745358869,121375
5320,1976,"36,67",0.830728105,121375
5321,1977,"36,67",0.834433168,121375
5322,1978,"33,003",0.75514827,121375
5323,1979,"36,67",0.843958573,121375
5324,1980,"51,338",1.188242102,121375
5325,1981,"55,005",1.279840849,121375
5326,1982,"66,006",1.543602816,121375
5327,1983,"51,338",1.206845483,121375
5328,1984,"51,338",1.213836478,121375
5329,1985,"51,338",1.22183878,121375
5330,1986,"58,672",1.407103629,121375
5331,1987,"55,005",1.330133243,121375
5332,1988,"66,006",1.60813741,121375
5333,1989,"66,006",1.61565575,121375
5334,1990,"66,006",1.616486665,121375
5335,1991,"73,34",1.788387915,121375
5336,1992,"73,34",1.773210832,121375
5337,1993,"84,341",2.015991013,121375
5338,1994,"88,008",2.077473267,121375
5339,1995,"95,342",2.223046073,121375
5340,1996,"102,676",2.366297158,121375
5341,1997,"102,676",2.339660476,121375
5342,1998,"102,676",2.312991372,121375
5343,1999,"102,676",2.284836886,121375
5344,2000,"102,676",2.254435271,121375
5345,2001,"183,35",3.967240782,121375
5346,2002,"198,018",4.218983701,121375
5347,2003,"220,02",4.614416644,121375
5348,2004,"227,354",4.695068561,121375
5349,2005,"234,688",4.776002768,121375
5350,2006,"234,688",4.710907704,121375
5351,2007,"249,356",4.941167146,121375
5352,2008,"249,356",4.880433719,121375
5353,2009,"260,357",5.034263395,121375
5354,2010,"260,357",4.973200642,121375
5355,2011,"267,691",5.050964187,121375
5356,1960,"12.552,14",0.501837251,128180
5357,1961,"14.462,65",0.561314583,128180
5358,1962,"17.278,90",0.651713667,128180
5359,1963,"21.103,59",0.774109781,128180
5360,1964,"22.218,35",0.793961905,128180
5361,1965,"25.005,27",0.871121999,128180
5362,1966,"30.014,40",1.0196641,128180
5363,1967,"35.151,86",1.166635088,128180
5364,1968,"37.242,05",1.207655726,128180
5365,1969,"42.522,53",1.348027309,128180
5366,1970,"53.783,89",1.668191979,128180
5367,1971,"58.617,00",1.782608723,128180
5368,1972,"60.336,82",1.800808443,128180
5369,1973,"73.094,31",2.143330254,128180
5370,1974,"75.686,88",2.181664351,128180
5371,1975,"81.829,11",2.319371413,128180
5372,1976,"93.306,82",2.602807792,128180
5373,1977,"105.712,28",2.903242644,128180
5374,1978,"113.405,64",3.067572142,128180
5375,1979,"133.211,11",3.549056094,128180
5376,1980,"134.868,59",3.537650534,128180
5377,1981,"139.742,04",3.60873747,128180
5378,1982,"141.905,57",3.608409089,128180
5379,1983,"150.904,38",3.781078933,128180
5380,1984,"163.911,23",4.056610689,128180
5381,1985,"178.333,54",4.370304926,128180
5382,1986,"182.451,59",4.426967249,128180
5383,1987,"192.660,51",4.628848877,128180
5384,1988,"221.959,84",5.280829355,128180
5385,1989,"235.846,77",5.555998042,128180
5386,1990,"246.943,11",5.760374252,128180
5387,1991,"261.482,77",6.039462229,128180
5388,1992,"284.280,51",6.498142885,128180
5389,1993,"321.951,60",7.284858219,128180
5390,1994,"344.037,94",7.706677234,128180
5391,1995,"374.771,07",8.311071381,128180
5392,1996,"403.780,70",8.869490025,128180
5393,1997,"430.032,76",9.35798162,128180
5394,1998,"364.833,50",7.882070871,128180
5395,1999,"399.864,35",8.577710247,128180
5396,2000,"447.561,02",9.52093176,128180
5397,2001,"450.193,92",9.506313358,128180
5398,2002,"465.631,99",9.777628886,128180
5399,2003,"466.215,05",9.741365604,128180
5400,2004,"482.276,51",10.039183575,128180
5401,2005,"462.922,08",9.616547001,128180
5402,2006,"470.655,78",9.72993278,128180
5403,2007,"495.675,72",10.199581741,128180
5404,2008,"507.589,81",10.369832656,128180
5405,2009,"508.862,26",10.346506096,128180
5406,2010,"566.716,52",11.469587475,128180
5407,2011,"589.426,25",11.840756867,128180
5460,1960,"7.803,38",29.788198288,85141
5461,1961,"9.981,57",33.877300697,85141
5462,1962,"14.290,30",42.637117684,85141
5463,1963,"17.025,88",44.609489998,85141
5464,1964,"25.335,30",58.732730442,85141
5465,1965,"35.419,55",73.458184096,85141
5466,1966,"35.151,86",65.886557418,85141
5467,1967,"25.441,65",43.428302702,85141
5468,1968,"22.442,04",35.111222367,85141
5469,1969,"26.831,44",38.668924995,85141
5470,1970,"25.041,94",33.381067845,85141
5471,1971,"27.139,47",33.592606758,85141
5472,1972,"27.634,51",31.883020074,85141
5473,1973,"24.242,54",26.156767733,85141
5474,1974,"19.328,76",19.558233757,85141
5475,1975,"16.827,86",16.008439031,85141
5476,1976,"18.474,35",16.562042847,85141
5477,1977,"17.220,23",14.581813286,85141
5478,1978,"21.000,91",16.833087127,85141
5479,1979,"17.667,61",13.431070344,85141
5480,1980,"24.675,24",17.824528187,85141
5481,1981,"25.214,29",17.36063559,85141
5482,1982,"21.169,59",13.937861745,85141
5483,1983,"21.609,63",13.623479311,85141
5484,1984,"28.367,91",17.110543331,85141
5485,1985,"29.159,98",16.803807943,85141
5486,1986,"35.320,54",19.372819563,85141
5487,1987,"31.470,19",16.408245262,85141
5488,1988,"32.914,99",16.435759708,85141
5489,1989,"35.885,26",17.467149003,85141
5490,1990,"48.312,73",23.466084168,85141
5491,1991,"10.190,59",5.077246887,85141
5495,1995,"54.821,65",33.488461733,85141
5496,1996,"50.153,56",30.620535611,85141
5497,1997,"54.920,66",32.56958552,85141
5498,1998,"51.745,04",29.29660291,85141
5499,1999,"54.022,24",29.151545043,85141
5500,2000,"53.560,20",27.759022944,85141
5501,2001,"57.641,57",28.965294354,85141
5502,2002,"58.228,29",28.51232265,85141
5503,2003,"59.922,45",28.5890492,85141
5504,2004,"63.534,44",29.327956225,85141
5505,2005,"71.546,84",31.607488324,85141
5506,2006,"73.769,04",30.872191146,85141
5507,2007,"75.235,84",29.636849339,85141
5508,2008,"82.731,19",30.581263746,85141
5509,2009,"85.635,45",29.721703792,85141
5510,2010,"90.846,26",29.693433477,85141
5511,2011,"91.029,61",28.102661753,85141
5512,1960,"80,674",0.038054779,71633
5513,1961,"113,677",0.052402932,71633
5514,1962,"132,012",0.059465829,71633
5515,1963,"146,68",0.064557643,71633
5516,1964,"172,349",0.074104952,71633
5517,1965,"179,683",0.075463354,71633
5518,1966,"234,688",0.09628119,71633
5519,1967,"319,029",0.127862569,71633
5520,1968,"168,682",0.066024409,71633
5521,1969,"319,029",0.121848367,71633
5522,1970,"572,052",0.212973446,71633
5523,1971,"421,705",0.152811931,71633
5524,1972,"487,711",0.171852245,71633
5525,1973,"517,047",0.177304787,71633
5526,1974,"293,36",0.09819437,71633
5527,1975,"253,023",0.083016499,71633
5528,1976,"223,687",0.072275068,71633
5529,1977,"231,021",0.07377346,71633
5530,1978,"231,021",0.073012118,71633
5531,1979,"223,687",0.069852636,71633
5532,1980,"187,017",0.057495909,71633
5533,1981,"150,347",0.045318411,71633
5534,1982,"157,681",0.04644352,71633
5535,1983,"179,683",0.051581287,71633
5536,1984,"183,35",0.051224098,71633
5537,1985,"201,685",0.054803547,71633
5538,1986,"209,019",0.05521963,71633
5539,1987,"209,019",0.053662505,71633
5540,1988,"209,019",0.052135867,71633
5541,1989,"234,688",0.056867385,71633
5542,1990,"234,688",0.055248798,71633
5543,1991,"253,023",0.057879484,71633
5544,1992,"278,692",0.06197327,71633
5545,1993,"278,692",0.060300951,71633
5546,1994,"300,694",0.063401639,71633
5547,1995,"377,701",0.077751867,71633
5548,1996,"506,046",0.101895917,71633
5549,1997,"638,058",0.125883025,71633
5550,1998,"718,732",0.139152368,71633
5551,1999,"957,087",0.182087007,71633
5552,2000,"971,755",0.181878534,71633
5553,2001,"902,082",0.166291562,71633
5554,2002,"1.177,11",0.213928438,71633
5555,2003,"1.129,44",0.202444057,71633
5556,2004,"1.422,80",0.251426515,71633
5557,2005,"1.433,80",0.249572499,71633
5558,2006,"1.580,48",0.270683528,71633
5559,2007,"938,752",0.158048796,71633
5560,2008,"979,089",0.161954988,71633
5561,2009,"986,423",0.160311795,71633
5562,2010,"1.272,45",0.203248951,71633
5563,2011,"1.202,78",0.188910506,71633
5564,1960,"2.581,57",1.430289424,85629
5565,1961,"2.684,24",1.439577819,85629
5566,1962,"2.856,59",1.483731683,85629
5567,1963,"3.028,94",1.525929202,85629
5568,1964,"3.267,30",1.600665193,85629
5569,1965,"3.318,64",1.586077213,85629
5570,1966,"3.630,33",1.699083608,85629
5571,1967,"3.571,66",1.642254868,85629
5572,1968,"3.700,00",1.673478775,85629
5573,1969,"4.352,73",1.934022747,85629
5574,1970,"3.949,36",1.719053644,85629
5575,1971,"5.339,15",2.268534298,85629
5576,1972,"5.727,85",2.370071621,85629
5577,1973,"7.172,65",2.891701667,85629
5578,1974,"7.231,32",2.852027389,85629
5579,1975,"6.431,92",2.497160182,85629
5580,1976,"6.127,56",2.358238382,85629
5581,1977,"5.573,84",2.13866498,85629
5582,1978,"5.713,19",2.193266855,85629
5583,1979,"6.156,89",2.365694641,85629
5584,1980,"6.178,90",2.371668994,85629
5585,1981,"6.351,24",2.428074822,85629
5586,1982,"6.112,89",2.322278283,85629
5587,1983,"7.319,33",2.760662997,85629
5588,1984,"7.051,64",2.643807862,85629
5589,1985,"8.056,40",3.009945479,85629
5590,1986,"7.759,37",2.898218721,85629
5591,1987,"7.968,39",2.981979147,85629
5592,1988,"7.660,36",2.870562502,85629
5593,1989,"8.052,73",3.008550725,85629
5594,1990,"9.101,49",3.367158721,85629
5595,1991,"9.501,20",3.451876549,85629
5596,1992,"11.360,37",4.025831825,85629
5597,1993,"11.661,06",4.019860304,85629
5598,1994,"12.742,83",4.283810819,85629
5599,1995,"13.626,57",4.492168869,85629
5600,1996,"13.806,26",4.495725135,85629
5601,1997,"15.654,42",5.061759624,85629
5602,1998,"16.655,51",5.348660227,85629
5603,1999,"16.494,17",5.225193963,85629
5604,2000,"15.284,06",4.724037362,85629
5605,2001,"16.204,47",4.822939246,85629
5606,2002,"16.035,79",4.551947263,85629
5607,2003,"18.217,66",4.921743397,85629
5608,2004,"16.835,20",4.357757196,85629
5609,2005,"16.244,81",4.07458241,85629
5610,2006,"14.495,65",3.572961427,85629
5611,2007,"13.520,23",3.309380466,85629
5612,2008,"17.267,90",4.202060939,85629
5613,2009,"20.912,90",5.001002214,85629
5614,2010,"20.091,49",4.632411885,85629
5615,2011,"20.487,53",4.668312508,85629
5616,1960,"165,015",0.147293527,49602
5617,1961,"161,348",0.140928084,49602
5618,1962,"253,023",0.216209634,49602
5619,1963,"355,699",0.297261046,49602
5620,1964,"484,044",0.395430416,49602
5621,1965,"557,384",0.444850946,49602
5622,1966,"612,389",0.477197141,49602
5623,1967,"612,389",0.465652918,49602
5624,1968,"883,747",0.655380853,49602
5625,1969,"1.272,45",0.919861491,49602
5626,1970,"1.452,13",1.02282409,49602
5627,1971,"1.525,47",1.046482369,49602
5628,1972,"1.507,14",1.006532181,49602
5629,1973,"1.481,47",0.962691097,49602
